Unique_ID,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,unit_faculty,demographic_sex
2146,3,99,50,1,25.77,3,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faculty of Med Nursing & Health Sci,M
3860,40,72.69,40.12,27.99,2.89,40,30,80,52.5,7.5,5,2.5,2.5,0,0,0,2.5,10,10,10,7.5,7.5,0,17.5,2.5,0,0,0,2.5,2.5,0,2.5,0,2.5,0,5,0,0,0,0,25,2.5,7.5,2.5,7.5,2.5,7.5,2.5,0,0,0,2.5,0,2.5,0,2.5,5,5,0,0,0,0,0,12.5,2.5,7.5,2.5,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,37.5,0,10,0,0,2.5,0,0,15,0,5,5,Faculty of Med Nursing & Health Sci,F
2117,37,5.58,91.16,84.25,75.85,12.33,29.73,89.19,51.35,21.62,13.51,5.41,8.11,0,0,0,5.41,0,8.11,13.51,8.11,8.11,0,24.32,2.7,2.7,0,2.7,0,8.11,5.41,2.7,0,0,2.7,13.51,0,0,0,0,16.22,5.41,5.41,2.7,8.11,0,2.7,0,0,0,0,0,0,0,0,0,16.22,8.11,2.7,2.7,2.7,0,5.41,10.81,2.7,16.22,2.7,8.11,8.11,2.7,0,0,0,0,0,2.7,0,2.7,0,0,0,5.41,2.7,0,0,0,2.7,0,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
36,33,18.82,38.08,99,80.64,11,21.21,87.88,54.55,18.18,15.15,12.12,0,3.03,0,0,3.03,9.09,6.06,12.12,9.09,6.06,3.03,21.21,3.03,3.03,6.06,0,0,3.03,3.03,0,0,0,0,12.12,0,0,0,0,15.15,9.09,3.03,0,3.03,0,3.03,6.06,3.03,3.03,0,0,0,0,0,0,12.12,3.03,3.03,6.06,0,0,3.03,15.15,0,15.15,3.03,6.06,9.09,6.06,0,0,0,0,0,0,0,0,0,0,0,21.21,3.03,9.09,0,0,3.03,0,0,0,6.06,0,0,Faculty of Med Nursing & Health Sci,F
3979,34,15.27,72.17,81.91,25.77,8.5,23.53,91.18,52.94,26.47,11.76,5.88,2.94,2.94,0,0,14.71,5.88,2.94,11.76,2.94,2.94,0,17.65,2.94,2.94,0,2.94,5.88,5.88,2.94,2.94,0,0,2.94,8.82,0,0,0,0,14.71,5.88,2.94,0,5.88,0,2.94,0,0,0,0,0,0,0,0,0,11.76,5.88,2.94,2.94,0,0,5.88,14.71,0,11.76,0,2.94,8.82,2.94,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,5.88,0,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
3298,225,93.26,53.56,32.18,19.16,25,31.11,75.56,52,8,3.56,0.89,0.44,0,0,2.22,4.44,7.11,20.44,8.44,4,5.33,1.78,10.67,4,3.11,0.89,2.22,1.33,0.44,0,0.44,0.44,0,0,6.67,0,0.44,0,0,9.33,1.33,1.78,0.89,2.67,0.89,3.56,0.44,0.44,0,0,2.67,0,2.67,0,0,3.11,0.44,0.89,0.44,0.44,0.89,1.78,7.11,0.89,13.33,0.44,9.78,4,4,0.44,0,0,0,0,0.44,0,0.44,0,0,0,10.67,4,4.89,0,0,0,0,0.44,0,1.33,0,0,Faculty of Med Nursing & Health Sci,F
1941,524,81.87,59.04,6.34,9.39,17.47,20.23,79.58,45.99,5.34,3.05,1.15,0,0,1.34,0.57,2.29,8.02,12.79,10.31,4.2,8.4,0.76,14.12,10.11,2.48,0.38,4.96,0.38,4.39,1.53,2.86,1.72,0,0.57,6.68,4.01,0,1.53,0,8.78,1.15,0.95,2.48,2.67,0.19,2.48,5.53,3.24,0.38,1.53,3.63,2.86,1.15,0,0,4.96,0.38,0.95,2.29,0.38,1.15,0.57,10.31,0,10.88,1.15,5.92,3.82,1.72,0,0,0,0,0,1.72,0,0,0,0.76,0.95,13.17,6.49,2.86,1.53,0,0,0,0.57,0,1.34,0,0.38,Faculty of Med Nursing & Health Sci,F
1427,296,65.95,88.14,7.04,70.29,17.41,34.46,82.09,41.89,8.78,4.39,1.01,0,0.34,0,3.04,4.39,2.36,12.16,8.11,2.7,9.8,0.34,14.53,2.7,0.68,3.38,1.69,0.34,6.42,4.39,2.03,0.34,0,1.35,15.2,1.35,0,0,0,13.51,4.73,2.7,2.03,3.38,0.68,2.36,0.34,0,0,0,3.04,0,3.04,0,0,9.46,4.39,2.03,2.7,1.35,0.68,1.01,11.82,1.35,6.08,2.36,3.04,0.68,4.73,1.01,1.35,0.34,0,3.04,0,0,0,0,0,0,14.53,5.41,5.41,0,0,1.69,0,0.34,0,0.34,0.68,0.68,Faculty of Med Nursing & Health Sci,F
2280,12,93.26,99,1.79,25.77,12,16.67,83.33,50,8.33,8.33,0,0,8.33,0,0,0,8.33,16.67,16.67,0,0,0,33.33,8.33,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,33.33,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
1447,120,90.61,86.07,78.99,57.28,13.33,23.33,85,50,15,9.17,5.83,1.67,1.67,0,0,5.83,11.67,14.17,8.33,2.5,2.5,0,11.67,4.17,4.17,0,0,2.5,1.67,1.67,0,0,0,0,14.17,0,2.5,0,0,15,6.67,4.17,0.83,3.33,0,0.83,0,0,0,0,0,0,0,0,0,5,2.5,1.67,0.83,0,0,0,6.67,2.5,13.33,3.33,2.5,7.5,2.5,0,0,0,0,0,0.83,0,0,0.83,0,0,17.5,6.67,5,0,0,0,0,1.67,1.67,2.5,0,0,Faculty of Med Nursing & Health Sci,M
1753,323,72.96,41.43,32.44,48.77,23.07,23.22,85.14,53.56,6.19,3.41,3.1,0,0,0,0.31,2.79,7.74,14.86,12.07,6.19,9.6,0.93,17.65,6.81,5.26,1.24,0.31,2.17,2.48,1.86,0.62,0.31,0,0,7.43,3.1,0,0.31,0,17.65,1.86,1.55,4.64,4.95,1.24,5.57,0.62,0,0,0.31,3.1,0.31,1.86,0.62,0.93,8.98,3.41,0.93,3.72,0.62,0.31,1.24,10.53,1.55,12.38,0.62,5.88,4.95,3.72,1.24,0.93,0.31,0,0,0,0,0,0,0,0,8.36,4.02,2.48,0.31,0,0.31,0,0,0,0.31,0,0.93,Faculty of Med Nursing & Health Sci,F
54,71,17.92,55.59,60.11,99,11.83,22.54,78.87,46.48,19.72,8.45,4.23,4.23,0,0,0,11.27,1.41,8.45,7.04,5.63,7.04,4.23,14.08,0,0,5.63,0,2.82,8.45,8.45,0,0,0,0,8.45,0,0,0,0,12.68,5.63,1.41,0,0,2.82,2.82,0,0,0,0,2.82,0,1.41,0,0,14.08,7.04,4.23,1.41,2.82,1.41,4.23,8.45,0,9.86,4.23,0,5.63,2.82,1.41,0,0,0,0,1.41,0,1.41,0,0,0,32.39,1.41,9.86,0,0,1.41,4.23,2.82,8.45,4.23,0,0,Faculty of Med Nursing & Health Sci,M
2329,228,75.25,70.08,61.85,67.23,22.8,25.44,86.4,51.32,11.4,7.46,3.07,2.19,1.75,0,0.44,3.95,7.02,16.23,8.77,6.14,7.02,1.32,14.91,7.02,6.14,3.07,0.88,1.75,5.7,3.95,1.75,0.44,0,0.44,10.09,0,0.44,0,0,19.3,9.21,3.07,1.75,3.51,0.44,4.39,2.19,0.44,0,0.44,0.44,0,0.44,0,0,10.96,3.95,3.07,2.19,1.75,0.88,1.75,11.4,0.88,7.89,0.44,5.26,1.75,4.82,0.88,0,0,0,0,0.44,0,0,0.44,0,0,12.72,3.51,2.63,0,0,0,1.75,0.88,0,2.63,0.88,0.44,Faculty of Med Nursing & Health Sci,F
2607,81,83.33,77.05,20.47,88.52,20.25,17.28,88.89,50.62,11.11,4.94,0,1.23,1.23,2.47,0,6.17,12.35,12.35,7.41,3.7,8.64,1.23,14.81,9.88,2.47,1.23,1.23,1.23,6.17,4.94,1.23,0,1.23,0,8.64,0,0,1.23,1.23,16.05,3.7,3.7,2.47,4.94,2.47,2.47,1.23,0,1.23,0,6.17,1.23,4.94,0,0,13.58,1.23,3.7,7.41,1.23,0,0,12.35,2.47,14.81,3.7,4.94,6.17,9.88,0,0,0,0,0,0,0,0,0,0,0,13.58,4.94,3.7,0,0,0,0,1.23,0,2.47,0,1.23,Faculty of Med Nursing & Health Sci,M
1604,95,55.68,33.68,1.84,11.97,11.88,28.42,73.68,40,3.16,0,0,0,0,0,0,3.16,4.21,7.37,8.42,9.47,7.37,2.11,8.42,6.32,0,0,0,0,5.26,2.11,3.16,0,0,1.05,2.11,2.11,0,0,0,12.63,1.05,2.11,3.16,3.16,1.05,4.21,3.16,0,0,2.11,13.68,7.37,6.32,2.11,0,2.11,0,1.05,1.05,0,1.05,1.05,7.37,0,6.32,3.16,0,5.26,1.05,0,0,3.16,0,0,1.05,0,1.05,0,0,0,21.05,7.37,3.16,2.11,0,0,0,7.37,0,1.05,0,0,Faculty of Med Nursing & Health Sci,F
3684,124,26.27,12.94,5.3,1,124,24.19,79.03,43.55,8.87,2.42,2.42,0,0,0,0,6.45,1.61,9.68,16.13,4.84,7.26,4.03,19.35,5.65,4.84,0,0,1.61,6.45,0,6.45,0,0,3.23,0,0,0,0,0,20.97,2.42,6.45,4.84,2.42,0,4.84,9.68,3.23,0,6.45,15.32,6.45,5.65,0,3.23,4.03,0,3.23,0.81,0,3.23,0,13.71,0,6.45,0.81,4.84,1.61,0,0,0,0,0,0,0,0,0,0,0,0,28.23,0,12.9,1.61,0,0,0,10.48,0,3.23,0,0,Faculty of Med Nursing & Health Sci,F
1750,6,1,50,98.01,25.77,6,16.67,83.33,66.67,16.67,16.67,16.67,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
2592,592,90.98,54.05,5.03,14.18,16.44,31.42,65.03,31.25,2.53,0.68,0,0,0.34,0,0.34,1.86,4.39,10.98,8.61,1.18,4.05,1.18,9.46,4.56,2.2,0.68,9.8,1.69,3.72,1.35,2.2,0.68,0,0.34,3.72,0,0,1.01,0,10.64,3.04,1.86,1.01,2.7,1.01,1.86,0.34,0.17,0,0.17,10.14,3.89,6.25,3.89,0,4.9,0.34,1.52,2.03,0.84,0.68,1.35,5.74,2.03,7.26,0.68,3.38,3.38,4.56,0,0,0,0,0.68,1.18,0,1.18,0.17,0,0,30.91,9.12,2.7,1.35,0,0.17,0,3.04,0,0,9.12,5.41,Faculty of Med Nursing & Health Sci,F
3209,286,93.57,50,34.02,45.02,17.88,27.97,66.43,38.46,6.29,2.8,1.4,0.35,0.7,0,0.35,3.5,7.69,12.24,6.64,1.75,3.85,1.05,12.59,2.1,1.4,0.7,8.04,0.7,1.75,1.4,0.35,0,0.35,0,3.85,0,0,0,0,12.94,5.59,3.85,0.7,0.7,0.35,2.45,1.75,0.7,0.35,0.35,0.35,0.35,0,0,0,2.8,0.35,1.05,1.05,1.05,0,2.1,8.74,0.35,9.79,0.7,7.69,1.4,8.04,0.7,0.35,0.7,0,0,1.05,0,1.05,0,0,0,26.92,6.99,6.99,0.7,0.35,0,0,3.15,2.8,0,1.4,4.55,Faculty of Med Nursing & Health Sci,M
3674,35,81.17,92.33,89.63,78.19,17.5,34.29,82.86,45.71,14.29,5.71,2.86,2.86,0,0,0,8.57,2.86,17.14,5.71,2.86,5.71,0,11.43,0,0,0,0,2.86,2.86,2.86,0,0,0,0,14.29,0,0,0,0,8.57,2.86,0,0,0,5.71,0,5.71,2.86,0,0,0,0,0,0,0,8.57,5.71,2.86,2.86,0,0,0,11.43,2.86,22.86,2.86,14.29,5.71,2.86,0,0,0,0,0,0,0,0,0,0,0,11.43,5.71,5.71,0,0,0,0,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
958,142,87.37,63.77,60.11,1,23.67,21.83,86.62,51.41,7.75,4.23,0.7,0,0,3.52,0,3.52,8.45,15.49,13.38,2.82,4.23,0.7,23.94,3.52,2.11,0.7,0,0.7,6.34,1.41,4.93,2.11,0.7,1.41,7.04,0.7,0,4.23,0,7.04,2.11,0.7,0.7,1.41,0,2.11,0.7,0,0,0,5.63,0.7,4.93,0.7,0,5.63,0,0.7,2.11,2.11,0.7,16.2,4.23,0,21.83,0,10.56,11.27,2.11,0,0.7,0,0,0,0,0,0,0,0,0,7.75,4.23,2.82,0,0,0,0,0,0,0.7,0,0,Faculty of Med Nursing & Health Sci,F
2424,236,95.6,60.05,4.82,73.27,23.6,26.27,69.49,40.68,5.93,2.97,0.85,0,0.42,1.69,0,2.97,8.9,13.14,6.78,2.54,3.39,0.42,9.75,3.39,2.54,2.12,4.24,0.85,4.24,3.39,0.85,0.42,0,0.42,5.08,0,0.42,2.12,0,9.32,2.97,2.54,1.69,1.69,0.85,1.69,0.42,0.42,0,0,4.66,0.85,3.39,0,0.42,5.51,0.85,1.27,2.12,0.42,2.12,5.08,4.66,0,8.9,1.27,4.66,2.97,7.2,0,0,0,0,0,0.42,0,0.42,0,0,0,17.37,4.24,5.93,0.42,0,0,0,2.12,0,0.85,2.12,1.69,Faculty of Med Nursing & Health Sci,F
1348,23,60.05,33.19,1,99,7.67,8.7,86.96,47.83,0,0,0,0,0,0,0,0,4.35,13.04,21.74,4.35,8.7,0,26.09,8.7,8.7,0,0,4.35,17.39,17.39,0,0,0,0,0,0,0,0,0,21.74,0,0,17.39,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,17.39,0,13.04,0,4.35,8.7,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,13.04,0,0,0,0,0,8.7,4.35,0,0,0,0,Faculty of Med Nursing & Health Sci,F
947,64,38.6,73.4,97.51,55.21,16,25,90.62,43.75,15.62,14.06,14.06,0,0,0,0,1.56,1.56,7.81,7.81,3.12,7.81,0,12.5,6.25,4.69,0,1.56,6.25,1.56,1.56,0,0,0,0,20.31,15.62,0,1.56,4.69,9.38,3.12,0,1.56,3.12,1.56,0,0,0,0,0,4.69,0,3.12,0,0,15.62,14.06,0,1.56,0,0,4.69,6.25,1.56,17.19,1.56,10.94,6.25,0,3.12,3.12,0,0,0,0,0,0,0,0,0,10.94,4.69,4.69,0,0,0,1.56,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
1572,144,36.74,24.36,94.42,25.77,14.4,20.83,85.42,55.56,20.14,14.58,13.89,0,0,0,0.69,5.56,4.86,13.19,6.94,4.17,11.81,0.69,15.28,6.94,6.94,1.39,0.69,1.39,6.94,3.47,3.47,1.39,1.39,0.69,8.33,0.69,1.39,0,0,9.03,3.47,0,0.69,3.47,1.39,0.69,1.39,0.69,0,0.69,2.08,0,1.39,0,0,7.64,4.17,2.08,0,1.39,0.69,0,13.19,3.47,13.19,2.78,4.86,6.94,2.78,0.69,0.69,0.69,0,0,0.69,0,0,0,0.69,0,13.89,2.78,4.17,0.69,0,0,4.17,1.39,0,0,0.69,0,Faculty of Med Nursing & Health Sci,F
156,116,92.42,72.68,11.5,13.98,38.67,30.17,77.59,49.14,9.48,6.03,1.72,2.59,0,1.72,0,3.45,8.62,18.1,8.62,0.86,7.76,0.86,10.34,6.9,6.03,0,0,3.45,2.59,0.86,1.72,0,0,1.72,9.48,0,0,1.72,0,12.07,2.59,0.86,0,6.03,0.86,3.45,0,0,0,0,2.59,0,2.59,0,0,12.07,5.17,5.17,3.45,0.86,0.86,2.59,9.48,2.59,7.76,1.72,2.59,4.31,5.17,1.72,0,0,0,0,0,0,0,0,0,0,11.21,2.59,3.45,0,0,0,0,0.86,0,1.72,1.72,0.86,Faculty of Med Nursing & Health Sci,M
1241,69,3.5,94.44,64.25,25.77,13.8,10.14,94.2,60.87,23.19,18.84,8.7,4.35,5.8,0,0,4.35,4.35,5.8,14.49,4.35,10.14,4.35,24.64,0,0,1.45,1.45,0,0,0,0,0,0,0,24.64,0,2.9,0,2.9,18.84,4.35,2.9,4.35,4.35,0,5.8,0,0,0,0,1.45,1.45,0,0,0,14.49,11.59,1.45,1.45,0,0,5.8,15.94,0,8.7,1.45,2.9,4.35,1.45,5.8,0,0,0,0,2.9,0,1.45,0,0,0,11.59,2.9,0,0,0,1.45,2.9,0,0,4.35,0,0,Faculty of Med Nursing & Health Sci,M
4072,569,44.62,90.61,1,1,9.81,21.97,84.89,47.28,17.4,11.95,0.18,0,0.7,11.07,0,5.45,3.34,9.49,8.44,2.99,4.92,1.93,15.99,4.92,1.41,2.28,3.34,2.28,10.19,3.34,6.85,2.81,0.53,1.41,16.52,1.41,0.18,0.53,11.78,13.88,4.39,2.64,1.41,2.28,1.76,1.93,2.11,0.35,0,1.58,3.69,1.05,2.28,0,0.35,8.44,2.11,1.93,2.81,1.58,2.46,1.58,13.18,1.41,11.07,1.93,3.34,5.8,1.76,0.35,0.35,0,0.18,0.18,0.18,0,0,0,0.18,0,25.13,8.26,3.34,0.88,0,2.28,0,6.15,1.05,0.35,2.46,0.35,Faculty of Med Nursing & Health Sci,F
1192,203,50.74,13.92,82.47,94.13,18.45,22.17,83.25,57.64,17.73,9.85,9.36,0,0,0,0.49,7.88,6.4,13.79,8.87,5.91,6.4,1.97,12.81,4.43,2.96,0.49,0,0.99,6.4,5.42,0.99,0,0.49,0.49,3.94,0,0.49,0,0,14.78,3.94,0.99,1.97,3.45,2.46,3.45,1.48,0.49,0.49,0.49,0,0,0,0,0,6.4,0,3.45,2.46,1.48,0,1.97,13.79,0.49,11.82,0.49,5.91,3.94,2.96,0,0,0.49,0,0,0.49,0,0,0,0.49,0,11.82,6.4,0.49,0,0.49,0,0,0,0.99,3.45,0,0,Faculty of Med Nursing & Health Sci,M
3873,366,97.94,66.9,2.06,91.91,24.4,33.88,82.79,43.72,3.55,0,0,0,0,0,0,3.55,8.74,17.76,6.01,2.73,6.01,0.55,8.47,3.55,2.46,0.27,0.27,1.37,7.1,5.46,1.37,0.27,0,0,5.74,0,0.27,0,0,11.2,1.64,3.55,3.01,2.19,0.82,0.82,1.91,0,0,1.91,4.64,0.55,3.28,0,0.82,14.48,3.28,4.37,6.01,2.46,1.91,0.27,5.46,0.27,9.29,1.37,6.01,1.64,7.65,0.55,0.27,0.55,0,0,0,0,0,0,0,0,7.38,4.1,2.73,0,0,0,0,0.27,0,0,0,0.27,Faculty of Med Nursing & Health Sci,F
3122,37,70.25,97.06,1,75.85,37,24.32,86.49,48.65,10.81,8.11,0,0,2.7,5.41,0,2.7,8.11,10.81,5.41,5.41,10.81,0,16.22,10.81,2.7,0,0,0,2.7,2.7,0,0,0,0,16.22,0,0,0,5.41,10.81,2.7,2.7,5.41,0,0,0,0,0,0,0,2.7,0,2.7,0,0,13.51,5.41,2.7,2.7,2.7,0,5.41,8.11,2.7,8.11,0,2.7,5.41,8.11,0,0,0,0,0,0,0,0,0,0,0,5.41,2.7,2.7,0,0,0,0,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
2153,30,62.04,4.8,99,84.54,15,26.67,96.67,53.33,13.33,6.67,3.33,0,0,3.33,0,6.67,6.67,13.33,3.33,13.33,6.67,0,13.33,6.67,3.33,0,0,3.33,13.33,6.67,3.33,0,3.33,0,6.67,0,0,0,0,23.33,3.33,0,3.33,3.33,0,20,0,0,0,0,0,0,0,0,0,10,3.33,0,0,6.67,0,0,6.67,0,20,0,13.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,10,3.33,3.33,0,0,0,3.33,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
1312,7,5.89,99,13.15,99,7,14.29,100,57.14,42.86,28.57,14.29,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,28.57,0,0,0,0,0,14.29,14.29,0,0,0,0,42.86,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,Faculty of Med Nursing & Health Sci,F
635,264,87.38,75.24,23.51,25.77,29.33,25.38,89.39,46.97,12.5,4.17,1.14,0.76,0,0,2.27,8.33,5.68,15.91,6.06,1.89,5.3,0.76,12.12,6.82,4.92,1.52,0,5.3,7.95,3.79,3.79,0,0.38,0.76,9.85,0,0,0,0,11.74,4.17,2.65,0.76,1.89,1.14,1.89,1.14,0,0,0.76,6.06,0.38,4.55,0,1.14,15.53,3.03,1.89,8.71,1.52,3.03,0.76,8.71,0.76,10.23,1.14,7.2,1.89,2.65,0.76,0,3.41,0,0,0,0,0,0,0,0,9.09,3.79,4.92,0,0,0,0,0.38,0,0,0,0,Faculty of Med Nursing & Health Sci,F
1881,186,66.33,41.5,7.52,45.52,23.25,25.27,82.8,47.31,9.14,6.99,4.3,0,0,2.69,0,2.15,4.84,12.37,11.29,1.61,9.68,0.54,13.98,4.3,2.15,0.54,0.54,4.3,1.08,1.08,0,0,0,0,4.84,0,0,2.69,0,17.74,4.3,2.15,3.76,6.99,0,2.15,1.08,0,0.54,0.54,12.37,4.3,8.06,0,0,3.23,0.54,1.61,1.61,0.54,0,1.08,5.38,6.99,8.06,0.54,4.3,2.15,1.61,0,0,0,0,0,0,0,0,0,0,0,7.53,4.3,2.15,0,0,0,0,1.08,0,0,0,0,Faculty of Med Nursing & Health Sci,F
132,88,21.87,67.52,61.34,46.73,17.6,19.32,86.36,59.09,20.45,12.5,7.95,0,4.55,0,0,7.95,5.68,10.23,13.64,6.82,5.68,1.14,17.05,2.27,0,0,1.14,1.14,3.41,2.27,1.14,0,0,0,12.5,0,0,0,0,17.05,4.55,2.27,1.14,3.41,2.27,3.41,4.55,0,4.55,0,0,0,0,0,0,4.55,3.41,0,1.14,0,0,4.55,12.5,0,7.95,2.27,4.55,1.14,6.82,4.55,1.14,0,0,0,2.27,0,1.14,1.14,0,0,12.5,3.41,1.14,0,0,1.14,1.14,0,0,3.41,2.27,0,Faculty of Med Nursing & Health Sci,F
3712,325,93.54,77.92,12.69,85.14,11.21,30.15,77.23,38.77,6.46,3.38,1.85,0,0,0.92,0.62,3.08,6.15,14.15,6.15,1.85,4.62,0.92,11.08,3.69,2.15,0.62,4.92,2.15,4.62,4,0.62,0,0,0,12.92,0,0,0,0.92,13.54,2.77,1.85,2.77,2.77,1.85,2.46,1.54,0.92,0,0.31,1.23,0,1.23,0,0,15.38,5.85,9.54,4.92,0.92,0.92,1.54,8,0.62,10.77,1.23,5.85,3.08,12.92,3.69,0,0,0,0,0.31,0,0.31,0.31,0,0,19.38,8.62,3.69,0.62,0.31,0,0,0.92,0,0.31,4.92,0,Faculty of Med Nursing & Health Sci,F
1354,378,74.1,47.88,18.44,85.76,25.2,28.84,83.07,48.15,6.88,2.65,1.06,0.53,0,0,1.06,4.23,6.35,12.96,8.2,6.08,9.26,0.79,14.81,6.08,3.7,2.38,0.53,1.85,6.61,5.03,1.59,0.53,0,0.26,3.97,0,0,0,0,11.38,2.65,2.65,2.38,1.32,1.32,3.17,1.32,0.79,0.53,0,2.12,0,2.12,0,0,12.96,1.59,3.17,6.35,1.06,2.12,2.91,8.2,0.79,11.11,2.12,5.82,3.44,9.79,0.53,0.26,2.91,0,0.26,0.26,0,0.26,0,0,0,11.64,4.5,2.91,0.26,0,0,0,2.65,0,0,0,1.32,Faculty of Med Nursing & Health Sci,M
2934,70,40.59,90.06,70.81,8.64,14,22.86,95.71,61.43,18.57,12.86,2.86,5.71,2.86,0,1.43,5.71,2.86,17.14,15.71,2.86,5.71,1.43,18.57,10,7.14,0,0,0,15.71,7.14,8.57,1.43,0,4.29,11.43,0,0,0,0,12.86,4.29,1.43,1.43,1.43,1.43,2.86,0,0,0,0,0,0,0,0,0,20,5.71,5.71,8.57,1.43,7.14,2.86,21.43,0,15.71,2.86,5.71,7.14,5.71,0,0,0,0,0,1.43,0,0,1.43,0,0,10,7.14,2.86,0,0,0,0,0,0,0,0,0,Faculty of Med Nursing & Health Sci,F
1821,120,55.06,25.24,59.88,57.28,24,19.17,88.33,56.67,18.33,10,8.33,0,0.83,0,0.83,8.33,5,15.83,7.5,5,8.33,0.83,11.67,7.5,5,0.83,0.83,1.67,1.67,1.67,0,0,0,0,5,0,0,0,0.83,15.83,2.5,0,5,0.83,4.17,3.33,2.5,1.67,0,0.83,1.67,0,1.67,0,0,4.17,0.83,2.5,2.5,2.5,0,3.33,10,1.67,13.33,3.33,5,5,4.17,0,0,0,0,0,0,0,0,0,0,0,14.17,4.17,7.5,0,0,0,0,0,0,0.83,1.67,0,Faculty of Med Nursing & Health Sci,F
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3997,545,95.33,50.73,5.8,28.82,22.71,30.46,76.33,38.35,3.49,0.55,0.55,0,0,0,0,2.94,6.42,15.23,6.06,4.22,4.4,0.92,7.71,9.72,2.94,0.55,1.83,1.28,4.22,2.2,2.02,0.92,0.18,0.92,4.59,0,0,0,0,8.62,0.55,1.83,2.02,1.47,0.55,2.94,0.73,0.55,0,0.18,7.71,0.92,6.79,0,0,6.42,0.55,1.83,2.94,0.92,0.55,1.83,6.24,0.73,9.54,1.1,5.14,3.85,5.5,0,0,1.1,0,0.18,0.92,0,0.37,0.18,0.37,0,20.37,5.69,3.12,1.28,0,0,0,6.06,0,0.73,0.73,2.75,Faculty of Med Nursing & Health Sci,M
